G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve,First 200,,,,,,MW,MB,FW,FB
F,W,-1.802389106,-1.677241767,FW,44,W,0,0,-1.802389106,-1.784390001,-1.784390001,1,,,,,,0,0,1,0
M,W,-0.727227048,-0.72268583,MW,15,W,0,0,-1.755643767,-1.784769264,-0.942729789,1,,,,,,1,0,0,0
M,W,-0.717695572,-0.72344091,MW,648,W,0,0,-1.746112291,-1.785524345,-0.943484869,0,,,,,,1,0,0,0
M,B,-0.788108384,-0.802377012,MB,1865,B,0,1,-1.816525102,-1.788841226,-0.946801751,0,,,,,,0,1,0,0
M,B,-0.87464704,-0.802729642,MB,839,B,0,1,-1.903063759,-1.789193856,-0.947154381,0,,,,,,0,1,0,0
F,B,-1.947190815,-1.790337999,FB,1333,B,0,1,-1.947190815,-1.790337999,-1.790337999,0,,,,,,0,0,0,1
F,W,-1.76941902,-1.683646723,FW,712,W,0,0,-1.76941902,-1.790794958,-1.790794958,0,,,,,,0,0,1,0
M,W,-1.065795867,-0.729325813,MW,1168,W,0,0,-2.094212586,-1.791409247,-0.949369772,0,,,,,,1,0,0,0
M,B,-0.887397039,-0.810178814,MB,1705,B,0,1,-1.915813758,-1.796643028,-0.954603553,0,,,,,,0,1,0,0
M,B,-0.785971061,-0.81040097,MB,1318,B,0,1,-1.81438778,-1.796865185,-0.954825709,0,,,,,,0,1,0,0
F,W,-1.67497404,-1.692664909,FW,1724,W,0,0,-1.67497404,-1.799813143,-1.799813143,0,,,,,,0,0,1,0
M,W,-0.835325857,-0.738385315,MW,874,W,0,0,-1.863742576,-1.80046875,-0.958429275,0,,,,,,1,0,0,0
F,W,-1.759614114,-1.693454616,FW,745,W,0,0,-1.759614114,-1.80060285,-1.80060285,0,,,,,,0,0,1,0
F,B,-1.979920568,-1.801123304,FB,1785,B,0,1,-1.979920568,-1.801123304,-1.801123304,0,,,,,,0,0,0,1
M,W,-1.265501286,-0.741208495,MW,1265,W,0,0,-2.293918005,-1.803291929,-0.961252454,0,,,,,,1,0,0,0
M,B,-1.100803255,-0.819038521,MB,1693,B,0,1,-2.129219974,-1.805502735,-0.96346326,0,,,,,,0,1,0,0
F,W,-1.997051566,-1.699188411,FW,368,W,0,0,-1.997051566,-1.806336645,-1.806336645,0,,,,,,0,0,1,0
M,W,-0.730331108,-0.751978672,MW,547,W,0,0,-1.758747827,-1.814062106,-0.972022631,0,,,,,,1,0,0,0
F,W,-1.905567578,-1.707526737,FW,1798,W,0,0,-1.905567578,-1.814674972,-1.814674972,0,,,,,,0,0,1,0
M,W,-0.982783805,-0.752875823,MW,265,W,0,0,-2.011200524,-1.814959258,-0.972919782,0,,,,,,1,0,0,0
F,W,-2.02899274,-1.708458838,FW,1550,W,0,0,-2.02899274,-1.815607072,-1.815607072,0,,,,,,0,0,1,0
F,W,-1.952702833,-1.713219925,FW,653,W,0,0,-1.952702833,-1.820368159,-1.820368159,0,,,,,,0,0,1,0
F,W,-1.641281927,-1.714464418,FW,1117,W,0,0,-1.641281927,-1.821612652,-1.821612652,0,,,,,,0,0,1,0
M,W,-0.81764095,-0.760033706,MW,1937,W,0,0,-1.846057669,-1.822117141,-0.980077666,0,,,,,,1,0,0,0
M,W,-0.842402774,-0.761243403,MW,206,W,0,0,-1.870819493,-1.823326837,-0.981287362,0,,,,,,1,0,0,0
M,W,-0.768725638,-0.763905604,MW,1697,W,0,0,-1.797142357,-1.825989038,-0.983949563,0,,,,,,1,0,0,0
M,W,-1.219218798,-0.764979038,MW,486,W,0,0,-2.247635517,-1.827062472,-0.985022997,0,,,,,,1,0,0,0
F,B,-1.892942105,-1.828125408,FB,255,B,0,1,-1.892942105,-1.828125408,-1.828125408,0,,,,,,0,0,0,1
M,B,-0.922258979,-0.842769332,MB,770,B,0,1,-1.950675698,-1.829233546,-0.987194071,0,,,,,,0,1,0,0
M,W,-0.818658502,-0.768290502,MW,746,W,0,0,-1.847075221,-1.830373936,-0.988334461,0,,,,,,1,0,0,0
F,B,-1.849115774,-1.833685943,FB,1028,B,0,1,-1.849115774,-1.833685943,-1.833685943,0,,,,,,0,0,0,1
M,W,-0.761175626,-0.775536876,MW,1266,W,0,0,-1.789592345,-1.83762031,-0.995580835,0,,,,,,1,0,0,0
M,B,-0.995267414,-0.853078986,MB,1713,B,0,1,-2.023684133,-1.8395432,-0.997503725,0,,,,,,0,1,0,0
F,W,-2.086180374,-1.734888968,FW,57,W,0,0,-2.086180374,-1.842037202,-1.842037202,1,,,,,,0,0,1,0
M,W,-0.777842996,-0.782836681,MW,157,W,0,0,-1.806259715,-1.844920115,-1.00288064,1,,,,,,1,0,0,0
M,W,-0.890097784,-0.783506184,MW,1503,W,0,0,-1.918514503,-1.845589618,-1.003550143,0,,,,,,1,0,0,0
M,W,-1.152047591,-0.784694416,MW,1838,W,0,0,-2.18046431,-1.84677785,-1.004738375,0,,,,,,1,0,0,0
F,B,-2.091673206,-1.848001235,FB,1563,B,0,1,-2.091673206,-1.848001235,-1.848001235,0,,,,,,0,0,0,1
M,B,-1.032914448,-0.864838723,MB,1826,B,0,1,-2.061331167,-1.851302937,-1.009263462,0,,,,,,0,1,0,0
F,W,-2.043593122,-1.744303993,FW,1303,W,0,0,-2.043593122,-1.851452227,-1.851452227,0,,,,,,0,0,1,0
F,W,-2.004867259,-1.746605391,FW,187,W,0,0,-2.004867259,-1.853753625,-1.853753625,1,,,,,,0,0,1,0
M,W,-1.023702817,-0.793819267,MW,716,W,0,0,-2.052119536,-1.855902701,-1.013863226,0,,,,,,1,0,0,0
M,W,-0.99123771,-0.794485185,MW,681,W,0,0,-2.019654429,-1.856568619,-1.014529144,0,,,,,,1,0,0,0
M,W,-1.206775534,-0.796029473,MW,1058,W,0,0,-2.235192253,-1.858112908,-1.016073432,0,,,,,,1,0,0,0
M,W,-1.275717442,-0.79665707,MW,742,W,0,0,-2.304134161,-1.858740504,-1.016701029,0,,,,,,1,0,0,0
F,B,-2.103040005,-1.860348544,FB,490,B,0,1,-2.103040005,-1.860348544,-1.860348544,0,,,,,,0,0,0,1
F,B,-2.137093642,-1.868848357,FB,1988,B,0,1,-2.137093642,-1.868848357,-1.868848357,0,,,,,,0,0,0,1
M,W,-1.093109017,-0.807556425,MW,1944,W,0,0,-2.121525736,-1.869639859,-1.027600384,0,,,,,,1,0,0,0
M,W,-1.021343104,-0.807763307,MW,252,W,0,0,-2.049759822,-1.869846742,-1.027807267,0,,,,,,1,0,0,0
M,B,-0.987493592,-0.883997974,MB,1175,B,0,1,-2.015910311,-1.870462188,-1.028422713,0,,,,,,0,1,0,0
F,W,-1.949701938,-1.763594718,FW,28,W,0,0,-1.949701938,-1.870742952,-1.870742952,1,,,,,,0,0,1,0
M,B,-1.075242561,-0.885298712,MB,613,B,0,1,-2.10365928,-1.871762927,-1.029723451,0,,,,,,0,1,0,0
F,W,-2.111674278,-1.764780772,FW,724,W,0,0,-2.111674278,-1.871929006,-1.871929006,0,,,,,,0,0,1,0
F,W,-2.11990741,-1.766003268,FW,1829,W,0,0,-2.11990741,-1.873151502,-1.873151502,0,,,,,,0,0,1,0
M,W,-1.074183497,-0.811904108,MW,1233,W,0,0,-2.102600216,-1.873987542,-1.031948067,0,,,,,,1,0,0,0
M,B,-0.922174185,-0.88910323,MB,449,B,0,1,-1.950590904,-1.875567445,-1.033527969,0,,,,,,0,1,0,0
F,W,-2.219826896,-1.768937225,FW,1104,W,0,0,-2.219826896,-1.876085459,-1.876085459,0,,,,,,0,0,1,0
M,W,-1.110932026,-0.819443476,MW,1578,W,0,0,-2.139348745,-1.88152691,-1.039487435,0,,,,,,1,0,0,0
M,B,-1.135152689,-0.89638654,MB,1343,B,0,1,-2.163569408,-1.882850754,-1.040811279,0,,,,,,0,1,0,0
M,W,-0.95194616,-0.827210735,MW,1199,W,0,0,-1.980362879,-1.889294169,-1.047254694,0,,,,,,1,0,0,0
F,B,-2.167425358,-1.897199273,FB,13,B,0,1,-2.167425358,-1.897199273,-1.897199273,1,,,,,,0,0,0,1
F,W,-2.073745252,-1.790606216,FW,1825,W,0,0,-2.073745252,-1.89775445,-1.89775445,0,,,,,,0,0,1,0
F,B,-2.074192945,-1.898415967,FB,1863,B,0,1,-2.074192945,-1.898415967,-1.898415967,0,,,,,,0,0,0,1
F,W,-2.287442653,-1.794054582,FW,133,W,0,0,-2.287442653,-1.901202816,-1.901202816,1,,,,,,0,0,1,0
F,W,-2.321210165,-1.795302663,FW,1881,W,0,0,-2.321210165,-1.902450897,-1.902450897,0,,,,,,0,0,1,0
F,B,-2.002775466,-1.903343062,FB,1521,B,0,1,-2.002775466,-1.903343062,-1.903343062,0,,,,,,0,0,0,1
M,W,-0.821011981,-0.84161583,MW,967,W,0,0,-1.8494287,-1.903699264,-1.061659789,0,,,,,,1,0,0,0
M,B,-1.369451988,-0.927247862,MB,1948,B,0,1,-2.397868707,-1.913712077,-1.071672602,0,,,,,,0,1,0,0
F,W,-2.052904201,-1.80836015,FW,1925,W,0,0,-2.052904201,-1.915508384,-1.915508384,0,,,,,,0,0,1,0
F,W,-2.122212117,-1.808954736,FW,508,W,0,0,-2.122212117,-1.91610297,-1.91610297,0,,,,,,0,0,1,0
M,W,-1.12407776,-0.856246359,MW,1904,W,0,0,-2.152494479,-1.918329794,-1.076290318,0,,,,,,1,0,0,0
F,W,-2.088429897,-1.820172153,FW,1461,W,0,0,-2.088429897,-1.927320387,-1.927320387,0,,,,,,0,0,1,0
F,B,-1.981607393,-1.928457924,FB,641,B,0,1,-1.981607393,-1.928457924,-1.928457924,0,,,,,,0,0,0,1
F,W,-2.156756827,-1.824816193,FW,1247,W,0,0,-2.156756827,-1.931964427,-1.931964427,0,,,,,,0,0,1,0
M,B,-1.135180177,-0.946421418,MB,759,B,0,1,-2.163596896,-1.932885632,-1.090846157,0,,,,,,0,1,0,0
M,W,-0.912745588,-0.879300313,MW,380,W,0,0,-1.941162307,-1.941383747,-1.099344272,0,,,,,,1,0,0,0
F,B,-2.066296182,-1.941459821,FB,594,B,0,1,-2.066296182,-1.941459821,-1.941459821,0,,,,,,0,0,0,1
M,W,-0.89980673,-0.885725112,MW,798,W,0,0,-1.928223449,-1.947808547,-1.105769071,0,,,,,,1,0,0,0
F,W,-1.990360888,-1.841419981,FW,1035,W,0,0,-1.990360888,-1.948568215,-1.948568215,0,,,,,,0,0,1,0
M,B,-1.080754052,-0.966366103,MB,1070,B,0,1,-2.109170771,-1.952830318,-1.110790842,0,,,,,,0,1,0,0
M,W,-1.244288262,-0.892905263,MW,1308,W,0,0,-2.272704981,-1.954988697,-1.112949222,0,,,,,,1,0,0,0
M,W,-1.032087449,-0.893138739,MW,87,W,0,0,-2.060504168,-1.955222173,-1.113182698,1,,,,,,1,0,0,0
M,B,-1.129955046,-0.969047273,MB,656,B,0,1,-2.158371765,-1.955511488,-1.113472013,0,,,,,,0,1,0,0
F,B,-2.060380111,-1.956782958,FB,1949,B,0,1,-2.060380111,-1.956782958,-1.956782958,0,,,,,,0,0,0,1
F,W,-2.11992881,-1.851090002,FW,1858,W,0,0,-2.11992881,-1.958238236,-1.958238236,0,,,,,,0,0,1,0
F,W,-2.223045505,-1.851522645,FW,858,W,0,0,-2.223045505,-1.958670879,-1.958670879,0,,,,,,0,0,1,0
M,B,-1.030594757,-0.974016453,MB,1419,B,0,1,-2.059011476,-1.960480667,-1.118441192,0,,,,,,0,1,0,0
M,W,-1.066175787,-0.901004666,MW,1643,W,0,0,-2.094592506,-1.9630881,-1.121048625,0,,,,,,1,0,0,0
M,W,-1.00449666,-0.901098209,MW,1940,W,0,0,-2.032913379,-1.963181643,-1.121142168,0,,,,,,1,0,0,0
M,W,-1.03607352,-0.902743179,MW,643,W,0,0,-2.064490239,-1.964826613,-1.122787138,0,,,,,,1,0,0,0
F,W,-2.108437584,-1.863982561,FW,1249,W,0,0,-2.108437584,-1.971130795,-1.971130795,0,,,,,,0,0,1,0
F,W,-2.182874215,-1.864127297,FW,998,W,0,0,-2.182874215,-1.971275531,-1.971275531,0,,,,,,0,0,1,0
F,W,-2.028572573,-1.865721709,FW,1325,W,0,0,-2.028572573,-1.972869943,-1.972869943,0,,,,,,0,0,1,0
M,W,-0.971033144,-0.912858048,MW,1224,W,0,0,-1.999449863,-1.974941482,-1.132902007,0,,,,,,1,0,0,0
M,W,-1.211355431,-0.919783094,MW,927,W,0,0,-2.23977215,-1.981866529,-1.139827053,0,,,,,,1,0,0,0
F,W,-2.182641686,-1.875240998,FW,1569,W,0,0,-2.182641686,-1.982389232,-1.982389232,0,,,,,,0,0,1,0
M,W,-1.186917341,-0.92245714,MW,1827,W,0,0,-2.21533406,-1.984540574,-1.142501099,0,,,,,,1,0,0,0
F,W,-2.203612153,-1.878937226,FW,450,W,0,0,-2.203612153,-1.98608546,-1.98608546,0,,,,,,0,0,1,0
M,W,-1.009490251,-0.926641109,MW,1610,W,0,0,-2.03790697,-1.988724544,-1.146685068,0,,,,,,1,0,0,0
M,W,-1.147769171,-0.927377946,MW,231,W,0,0,-2.17618589,-1.98946138,-1.147421905,0,,,,,,1,0,0,0
M,W,-1.052944674,-0.927758497,MW,1789,W,0,0,-2.081361393,-1.989841931,-1.147802456,0,,,,,,1,0,0,0
M,W,-1.191506551,-0.92820271,MW,116,W,0,0,-2.21992327,-1.990286145,-1.148246669,1,,,,,,1,0,0,0
M,B,-1.078488545,-1.009985536,MB,47,B,0,1,-2.106905264,-1.996449751,-1.154410276,1,,,,,,0,1,0,0
M,B,-1.245857463,-1.010126181,MB,996,B,0,1,-2.274274182,-1.996590396,-1.15455092,0,,,,,,0,1,0,0
M,W,-1.067866294,-0.939579819,MW,1276,W,0,0,-2.096283013,-2.001663254,-1.159623778,0,,,,,,1,0,0,0
F,W,-2.151370105,-1.899275772,FW,826,W,0,0,-2.151370105,-2.006424006,-2.006424006,0,,,,,,0,0,1,0
M,W,-0.931901319,-0.945070191,MW,1961,W,0,0,-1.960318038,-2.007153625,-1.16511415,0,,,,,,1,0,0,0
M,W,-1.168810174,-0.949719476,MW,1532,W,0,0,-2.197226893,-2.011802911,-1.169763435,0,,,,,,1,0,0,0
F,W,-2.169497154,-1.90530321,FW,1295,W,0,0,-2.169497154,-2.012451444,-2.012451444,0,,,,,,0,0,1,0
M,W,-1.211280098,-0.9520612,MW,1416,W,0,0,-2.239696817,-2.014144634,-1.172105159,0,,,,,,1,0,0,0
M,W,-0.843180602,-0.953003271,MW,896,W,0,0,-1.871597321,-2.015086705,-1.17304723,0,,,,,,1,0,0,0
M,W,-1.240757954,-0.956617317,MW,811,W,0,0,-2.269174673,-2.018700752,-1.176661277,0,,,,,,1,0,0,0
M,W,-0.993455387,-0.957054379,MW,378,W,0,0,-2.021872106,-2.019137813,-1.177098338,0,,,,,,1,0,0,0
F,W,-2.013853192,-1.912612664,FW,1024,W,0,0,-2.013853192,-2.019760898,-2.019760898,0,,,,,,0,0,1,0
M,W,-1.108720505,-0.959901143,MW,1757,W,0,0,-2.137137224,-2.021984578,-1.179945103,0,,,,,,1,0,0,0
M,W,-1.194465398,-0.962503187,MW,1236,W,0,0,-2.222882117,-2.024586622,-1.182547146,0,,,,,,1,0,0,0
F,B,-1.999933041,-2.033967946,FB,202,B,0,1,-1.999933041,-2.033967946,-2.033967946,0,,,,,,0,0,0,1
M,W,-1.082413202,-0.976723226,MW,1763,W,0,0,-2.110829921,-2.03880666,-1.196767185,0,,,,,,1,0,0,0
F,W,-1.92878766,-1.93571983,FW,1735,W,0,0,-1.92878766,-2.042868064,-2.042868064,0,,,,,,0,0,1,0
M,W,-1.158376619,-0.982941532,MW,779,W,0,0,-2.186793338,-2.045024967,-1.202985491,0,,,,,,1,0,0,0
F,W,-2.403444703,-1.940936105,FW,1051,W,0,0,-2.403444703,-2.048084339,-2.048084339,0,,,,,,0,0,1,0
M,W,-1.267462865,-0.989083098,MW,521,W,0,0,-2.295879584,-2.051166532,-1.209127057,0,,,,,,1,0,0,0
M,B,-1.181836144,-1.069450657,MB,173,B,0,1,-2.210252862,-2.055914872,-1.213875396,1,,,,,,0,1,0,0
M,B,-1.334007242,-1.071872335,MB,1250,B,0,1,-2.362423961,-2.05833655,-1.216297074,0,,,,,,0,1,0,0
M,W,-1.19187767,-0.998617869,MW,1429,W,0,0,-2.220294389,-2.060701303,-1.218661828,0,,,,,,1,0,0,0
F,B,-2.134838268,-2.061449908,FB,688,B,0,1,-2.134838268,-2.061449908,-2.061449908,0,,,,,,0,0,0,1
M,W,-1.342640002,-1.005668103,MW,468,W,0,0,-2.371056721,-2.067751537,-1.225712062,0,,,,,,1,0,0,0
M,W,-0.981649977,-1.009023923,MW,1465,W,0,0,-2.010066696,-2.071107358,-1.229067883,0,,,,,,1,0,0,0
F,B,-2.163152241,-2.071274362,FB,1319,B,0,1,-2.163152241,-2.071274362,-2.071274362,0,,,,,,0,0,0,1
M,W,-1.328704499,-1.010432125,MW,238,W,0,0,-2.357121218,-2.072515559,-1.230476084,0,,,,,,1,0,0,0
F,W,-2.465001462,-1.968868035,FW,963,W,0,0,-2.465001462,-2.076016269,-2.076016269,0,,,,,,0,0,1,0
F,W,-2.462338337,-1.974601064,FW,1041,W,0,0,-2.462338337,-2.081749298,-2.081749298,0,,,,,,0,0,1,0
F,B,-2.635297022,-2.087204988,FB,268,B,0,1,-2.635297022,-2.087204988,-2.087204988,0,,,,,,0,0,0,1
M,B,-1.268982486,-1.102526252,MB,1657,B,0,1,-2.297399205,-2.088990466,-1.246950991,0,,,,,,0,1,0,0
F,B,-2.218156333,-2.094675056,FB,1997,B,0,1,-2.218156333,-2.094675056,-2.094675056,0,,,,,,0,0,0,1
M,W,-1.076987518,-1.038319212,MW,717,W,0,0,-2.105404237,-2.100402646,-1.258363171,0,,,,,,1,0,0,0
M,B,-1.44332176,-1.118811869,MB,1063,B,0,1,-2.471738479,-2.105276084,-1.263236609,0,,,,,,0,1,0,0
F,B,-2.362775124,-2.10905826,FB,1902,B,0,1,-2.362775124,-2.10905826,-2.10905826,0,,,,,,0,0,0,1
M,W,-1.257848053,-1.054937654,MW,624,W,0,0,-2.286264772,-2.117021088,-1.274981613,0,,,,,,1,0,0,0
F,W,-2.375039569,-2.024835126,FW,302,W,0,0,-2.375039569,-2.13198336,-2.13198336,0,,,,,,0,0,1,0
M,B,-1.223045686,-1.1496914,MB,1656,B,0,1,-2.251462405,-2.136155615,-1.294116139,0,,,,,,0,1,0,0
M,W,-1.412005186,-1.075554395,MW,1947,W,0,0,-2.440421905,-2.13763783,-1.295598355,0,,,,,,1,0,0,0
M,B,-1.44644786,-1.156591159,MB,633,B,0,1,-2.474864579,-2.143055373,-1.301015898,0,,,,,,0,1,0,0
F,W,-2.492831624,-2.036738275,FW,1437,W,0,0,-2.492831624,-2.143886509,-2.143886509,0,,,,,,0,0,1,0
F,B,-2.246812601,-2.145471239,FB,1253,B,0,1,-2.246812601,-2.145471239,-2.145471239,0,,,,,,0,0,0,1
M,B,-1.068938861,-1.15948159,MB,683,B,0,1,-2.09735558,-2.145945804,-1.303906329,0,,,,,,0,1,0,0
M,W,-1.242137171,-1.09334776,MW,1255,W,0,0,-2.27055389,-2.155431195,-1.31339172,0,,,,,,1,0,0,0
M,B,-1.553793462,-1.170190947,MB,1845,B,0,1,-2.582210181,-2.156655162,-1.314615686,0,,,,,,0,1,0,0
F,B,-2.608123598,-2.157433447,FB,1422,B,0,1,-2.608123598,-2.157433447,-2.157433447,0,,,,,,0,0,0,1
M,B,-1.233617012,-1.171631848,MB,1696,B,0,1,-2.262033731,-2.158096062,-1.316056587,0,,,,,,0,1,0,0
F,W,-2.494215161,-2.051110649,FW,1388,W,0,0,-2.494215161,-2.158258883,-2.158258883,0,,,,,,0,0,1,0
F,B,-2.428589425,-2.160686584,FB,623,B,0,1,-2.428589425,-2.160686584,-2.160686584,0,,,,,,0,0,0,1
F,B,-2.780281107,-2.163744087,FB,658,B,0,1,-2.780281107,-2.163744087,-2.163744087,0,,,,,,0,0,0,1
F,W,-2.341384857,-2.056737555,FW,1097,W,0,0,-2.341384857,-2.163885789,-2.163885789,0,,,,,,0,0,1,0
F,B,-2.320276229,-2.165899223,FB,1889,B,0,1,-2.320276229,-2.165899223,-2.165899223,0,,,,,,0,0,0,1
M,W,-1.366277433,-1.10604421,MW,1194,W,0,0,-2.394694152,-2.168127644,-1.326088169,0,,,,,,1,0,0,0
M,B,-1.262320323,-1.183684033,MB,631,B,0,1,-2.290737042,-2.170148248,-1.328108772,0,,,,,,0,1,0,0
M,W,-1.445299602,-1.108222759,MW,1324,W,0,0,-2.473716321,-2.170306194,-1.328266718,0,,,,,,1,0,0,0
F,W,-2.003471051,-2.063322077,FW,646,W,0,0,-2.003471051,-2.170470311,-2.170470311,0,,,,,,0,0,1,0
M,W,-1.346310084,-1.108899349,MW,207,W,0,0,-2.374726803,-2.170982784,-1.328943309,0,,,,,,1,0,0,0
F,B,-2.557452579,-2.173381926,FB,902,B,0,1,-2.557452579,-2.173381926,-2.173381926,0,,,,,,0,0,0,1
M,W,-1.237198254,-1.112080565,MW,1690,W,0,0,-2.265614973,-2.174163999,-1.332124524,0,,,,,,1,0,0,0
M,W,-1.477236515,-1.115899675,MW,945,W,0,0,-2.505653234,-2.17798311,-1.335943634,0,,,,,,1,0,0,0
F,W,-2.124207952,-2.073334196,FW,1574,W,0,0,-2.124207952,-2.18048243,-2.18048243,0,,,,,,0,0,1,0
F,B,-2.416759748,-2.181519249,FB,1581,B,0,1,-2.416759748,-2.181519249,-2.181519249,0,,,,,,0,0,0,1
M,B,-1.365960611,-1.199035937,MB,64,B,0,1,-2.39437733,-2.185500151,-1.343460676,1,,,,,,0,1,0,0
M,B,-1.407141301,-1.199088298,MB,1362,B,0,1,-2.43555802,-2.185552513,-1.343513037,0,,,,,,0,1,0,0
F,W,-2.135185647,-2.085631423,FW,1774,W,0,0,-2.135185647,-2.192779657,-2.192779657,0,,,,,,0,0,1,0
M,B,-1.27957319,-1.214996765,MB,1923,B,0,1,-2.307989908,-2.20146098,-1.359421504,0,,,,,,0,1,0,0
F,W,-2.525149632,-2.09523508,FW,1975,W,0,0,-2.525149632,-2.202383314,-2.202383314,0,,,,,,0,0,1,0
M,B,-1.143427825,-1.217921153,MB,1153,B,0,1,-2.171844544,-2.204385367,-1.362345892,0,,,,,,0,1,0,0
F,W,-2.654258318,-2.103820387,FW,725,W,0,0,-2.654258318,-2.210968621,-2.210968621,0,,,,,,0,0,1,0
M,B,-1.255015189,-1.234436739,MB,1381,B,0,1,-2.283431908,-2.220900953,-1.378861478,0,,,,,,0,1,0,0
F,B,-2.55526361,-2.231042246,FB,1277,B,0,1,-2.55526361,-2.231042246,-2.231042246,0,,,,,,0,0,0,1
F,W,-2.561056686,-2.133713644,FW,1174,W,0,0,-2.561056686,-2.240861878,-2.240861878,0,,,,,,0,0,1,0
M,B,-1.290649443,-1.2547324,MB,1929,B,0,1,-2.319066162,-2.241196615,-1.39915714,0,,,,,,0,1,0,0
F,B,-2.632023302,-2.243944383,FB,467,B,0,1,-2.632023302,-2.243944383,-2.243944383,0,,,,,,0,0,0,1
F,W,-2.433504731,-2.138903763,FW,482,W,0,0,-2.433504731,-2.246051997,-2.246051997,0,,,,,,0,0,1,0
M,W,-1.373301176,-1.187994288,MW,76,W,0,0,-2.401717895,-2.250077722,-1.408038247,1,,,,,,1,0,0,0
M,W,-1.477866079,-1.189055918,MW,1510,W,0,0,-2.506282798,-2.251139353,-1.409099878,0,,,,,,1,0,0,0
M,W,-1.557392078,-1.193239235,MW,1409,W,0,0,-2.585808797,-2.25532267,-1.413283195,0,,,,,,1,0,0,0
M,W,-1.785839489,-1.199253481,MW,1404,W,0,0,-2.814256208,-2.261336915,-1.41929744,0,,,,,,1,0,0,0
M,W,-1.559316714,-1.200712887,MW,364,W,0,0,-2.587733433,-2.262796321,-1.420756846,0,,,,,,1,0,0,0
F,W,-2.49506315,-2.157706007,FW,1489,W,0,0,-2.49506315,-2.264854241,-2.264854241,0,,,,,,0,0,1,0
M,W,-1.450322689,-1.207056344,MW,1397,W,0,0,-2.478739408,-2.269139778,-1.427100303,0,,,,,,1,0,0,0
M,B,-1.424158392,-1.282693835,MB,212,B,0,1,-2.452575111,-2.269158049,-1.427118574,0,,,,,,0,1,0,0
M,W,-1.485969082,-1.209200034,MW,1189,W,0,0,-2.514385801,-2.271283468,-1.429243993,0,,,,,,1,0,0,0
F,W,-2.237303794,-2.164303488,FW,1772,W,0,0,-2.237303794,-2.271451722,-2.271451722,0,,,,,,0,0,1,0
M,W,-1.448860392,-1.216851382,MW,677,W,0,0,-2.477277111,-2.278934817,-1.436895341,0,,,,,,1,0,0,0
M,B,-1.514369278,-1.296894202,MB,108,B,0,1,-2.542785997,-2.283358416,-1.441318941,1,,,,,,0,1,0,0
M,W,-1.459091972,-1.226032793,MW,1655,W,0,0,-2.487508691,-2.288116227,-1.446076752,0,,,,,,1,0,0,0
F,B,-2.136784674,-2.289194412,FB,795,B,0,1,-2.136784674,-2.289194412,-2.289194412,0,,,,,,0,0,0,1
M,B,-1.443847271,-1.307722687,MB,1566,B,0,1,-2.47226399,-2.294186902,-1.452147427,0,,,,,,0,1,0,0
F,W,-2.629323326,-2.192794916,FW,620,W,0,0,-2.629323326,-2.29994315,-2.29994315,0,,,,,,0,0,1,0
F,B,-2.382776633,-2.30390755,FB,1042,B,0,1,-2.382776633,-2.30390755,-2.30390755,0,,,,,,0,0,0,1
F,B,-2.710888307,-2.315470438,FB,1148,B,0,1,-2.710888307,-2.315470438,-2.315470438,0,,,,,,0,0,0,1
M,W,-1.5941228,-1.259331494,MW,325,W,0,0,-2.622539519,-2.321414928,-1.479375453,0,,,,,,1,0,0,0
F,B,-2.922542417,-2.324183819,FB,184,B,0,1,-2.922542417,-2.324183819,-2.324183819,1,,,,,,0,0,0,1
M,B,-1.452164829,-1.344302509,MB,1515,B,0,1,-2.480581548,-2.330766723,-1.488727248,0,,,,,,0,1,0,0
F,W,-2.528940613,-2.234275124,FW,1432,W,0,0,-2.528940613,-2.341423358,-2.341423358,0,,,,,,0,0,1,0
M,B,-1.548131266,-1.355764274,MB,1005,B,0,1,-2.576547985,-2.342228489,-1.500189013,0,,,,,,0,1,0,0
M,W,-1.792744215,-1.286154897,MW,1310,W,0,0,-2.821160934,-2.348238331,-1.506198856,0,,,,,,1,0,0,0
M,B,-1.43941643,-1.372959541,MB,392,B,0,1,-2.467833149,-2.359423755,-1.51738428,0,,,,,,0,1,0,0
M,B,-1.567669488,-1.375037933,MB,365,B,0,1,-2.596086207,-2.361502147,-1.519462672,0,,,,,,0,1,0,0
F,W,-2.441335716,-2.257541465,FW,1025,W,0,0,-2.441335716,-2.364689699,-2.364689699,0,,,,,,0,0,1,0
M,B,-1.509498346,-1.391465999,MB,600,B,0,1,-2.537915065,-2.377930213,-1.535890738,0,,,,,,0,1,0,0
F,W,-2.803561212,-2.273123692,FW,1332,W,0,0,-2.803561212,-2.380271926,-2.380271926,0,,,,,,0,0,1,0
F,W,-2.907500011,-2.28119759,FW,1209,W,0,0,-2.907500011,-2.388345824,-2.388345824,0,,,,,,0,0,1,0
F,W,-2.72686417,-2.281301218,FW,837,W,0,0,-2.72686417,-2.388449452,-2.388449452,0,,,,,,0,0,1,0
F,B,-2.475085002,-2.398510724,FB,1099,B,0,1,-2.475085002,-2.398510724,-2.398510724,0,,,,,,0,0,0,1
M,W,-1.688753354,-1.337946619,MW,790,W,0,0,-2.717170072,-2.400030053,-1.557990578,0,,,,,,1,0,0,0
M,W,-1.344242765,-1.341604282,MW,984,W,0,0,-2.372659484,-2.403687716,-1.561648241,0,,,,,,1,0,0,0
